,QuestionId,UserId,AnswerId,IsCorrect,CorrectAnswer,AnswerValue
1232827,911,3113,573988,1,2,2
1232830,83,3209,603361,1,2,2
1232916,815,2337,1026549,1,1,1
1232923,199,2049,896304,1,1,1
1232932,856,3663,429482,0,3,1
1232992,405,5891,1018466,0,2,4
1233044,83,1547,641009,0,2,1
1233068,50,4594,720484,0,2,4
1233152,89,5110,1387766,1,4,4
1233200,199,4632,599198,1,1,1
1233226,727,5042,1101582,0,2,3
1233262,89,3729,512551,1,4,4
1233332,178,810,44203,1,4,4
1233374,252,1749,1357409,1,3,3
1233409,625,2694,99176,1,1,1
1233430,855,4754,408032,1,3,3
1233468,836,778,882029,0,4,3
1233507,911,5051,1237360,0,2,3
1233543,815,2000,968843,1,1,1
1233583,856,3113,114159,1,3,3
1233591,922,2210,475045,1,4,4
1233606,764,3674,598742,1,4,4
1233626,727,1093,476525,1,2,2
1233718,668,2407,115145,1,3,3
1233735,727,4956,1098962,1,2,2
1233738,855,3531,1286119,1,3,3
1233752,50,2295,1309160,1,2,2
1233820,911,1635,359272,0,2,1
1233823,83,2952,578323,0,2,1
1233853,764,2265,1017255,1,4,4
1233876,50,3398,603875,1,2,2
1233936,764,2635,699605,0,4,3
1234004,199,3531,649539,1,1,1
1234034,764,3384,961739,1,4,4
1234039,727,4802,928624,1,2,2
1234048,50,4700,544218,0,2,4
1234167,405,5854,809158,0,2,1
1234242,668,2598,1256237,1,3,3
1234308,911,363,1472054,1,2,2
1234324,911,4174,360473,1,2,2
1234325,815,3507,420489,0,1,2
1234334,252,1896,227469,1,3,3
1234363,547,2597,102024,1,4,4
1234364,836,1042,1311137,0,4,2
1234409,462,3057,1237526,1,3,3
1234453,727,3614,1381879,1,2,2
1234491,405,4597,292652,1,2,2
1234515,462,3928,1329121,1,3,3
1234537,727,1907,225242,1,2,2
1234668,199,5847,1195240,1,1,1
1234689,727,5436,209848,0,2,1
1234706,836,3693,819569,0,4,3
1234707,50,5219,1190880,0,2,4
1234712,727,4168,280977,0,2,1
1234717,727,3187,82311,1,2,2
1234753,856,5554,1292276,0,3,2
1234819,83,87,198279,1,2,2
1234836,836,409,1231196,1,4,4
1234909,462,1636,1352455,1,3,3
1234911,178,2207,51173,1,4,4
1234925,89,4400,1484437,1,4,4
1234933,668,4668,628753,1,3,3
1234956,199,5373,1258129,1,1,1
1234964,836,5219,1223708,0,4,1
1234998,332,1709,1059402,1,2,2
1235019,856,4924,85008,1,3,3
1235050,332,4762,1460064,0,2,3
1235083,199,4168,579182,0,1,2
1235130,199,4069,389807,1,1,1
1235154,462,2206,1117761,1,3,3
1235156,547,5070,710029,1,4,4
1235240,83,1399,40757,1,2,2
1235268,668,5457,88667,1,3,3
1235306,178,2021,1290427,1,4,4
1235330,922,2190,198336,1,4,4
1235344,462,5507,558925,1,3,3
1235357,815,3610,784241,1,1,1
1235387,405,2419,772930,0,2,3
1235441,178,4188,28392,1,4,4
1235445,836,3057,1272374,0,4,2
1235662,332,4611,267528,1,2,2
1235744,856,2745,24771,0,3,1
1235746,911,4349,87099,0,2,1
1235773,922,1595,482207,1,4,4
1235789,815,4479,496076,1,1,1
1235801,547,6146,1100494,1,4,4
1235882,922,4722,1082145,1,4,4
1235883,83,5413,1133401,1,2,2
1235978,199,4934,530429,1,1,1
1235985,922,2094,377678,0,4,3
1236023,178,5229,934815,1,4,4
1236028,405,3209,1052365,1,2,2
1236037,911,5649,1505839,1,2,2
1236210,462,6094,1352802,0,3,1
1236273,50,2692,1097068,1,2,2
1236338,836,4594,1200202,0,4,2
1236367,332,2970,865996,1,2,2
1236369,178,2737,483608,1,4,4
1236380,911,336,597212,1,2,2
1236400,405,5292,580403,1,2,2
1236447,727,3882,962556,1,2,2
1236496,462,5661,1392747,1,3,3
1236509,856,2349,358463,0,3,2
1236539,50,203,440770,0,2,3
1236571,836,3542,519970,1,4,4
1236578,922,2978,1165593,0,4,3
1236592,547,4716,636133,0,4,3
1236609,547,5391,1190523,1,4,4
1236652,199,3880,406502,1,1,1
1236664,178,6020,227142,0,4,1
1236782,332,1678,37825,1,2,2
1236788,199,501,997600,1,1,1
1236864,836,3708,819941,1,4,4
1236881,462,4698,1391885,1,3,3
1236926,89,488,559357,1,4,4
1236968,178,3102,1320755,1,4,4
1237000,199,5639,1181490,0,1,2
1237003,462,1459,773591,0,3,1
1237007,547,755,689111,0,4,3
1237012,83,4211,827830,0,2,1
1237028,815,4131,896930,1,1,1
1237052,855,5892,810121,1,3,3
1237150,83,2447,1187624,0,2,4
1237186,89,2447,964841,0,4,2
1237221,911,3288,708732,0,2,1
1237307,815,1208,777586,1,1,1
1237357,252,1420,974360,1,3,3
1237446,911,5085,134102,1,2,2
1237509,922,5282,684067,0,4,3
1237529,764,4372,840909,1,4,4
1237644,764,3716,1046125,1,4,4
1237679,462,3237,824546,1,3,3
1237726,462,2044,141461,1,3,3
1237794,815,2167,774345,1,1,1
1237795,178,1360,47422,1,4,4
1237857,405,3861,1138982,1,2,2
1237899,668,3013,94680,1,3,3
1237938,815,3555,1151678,1,1,1
1237959,911,3862,485417,0,2,3
1237993,83,4850,1150700,1,2,2
1238013,405,4109,1315889,1,2,2
1238077,547,3379,670313,1,4,4
1238104,855,671,1248327,0,3,4
1238119,764,962,1004939,1,4,4
1238132,856,2260,670265,0,3,2
1238160,836,3156,1031166,0,4,3
1238169,405,5167,349592,1,2,2
1238184,625,2055,25008,1,1,1
1238192,178,5729,1121405,0,4,2
1238218,178,3395,43927,0,4,1
1238238,668,5830,1412308,0,3,2
1238243,83,3772,1382151,0,2,4
1238315,405,3159,143056,0,2,3
1238316,332,5921,111622,1,2,2
1238323,547,2555,794100,1,4,4
1238352,332,5498,246608,1,2,2
1238519,252,254,894250,1,3,3
1238565,815,3090,756379,0,1,3
1238639,856,3253,401902,0,3,2
1238666,50,4290,1133459,0,2,3
1238715,547,2840,1209146,1,4,4
1238719,856,1041,1050672,1,3,3
1238895,764,656,1362265,1,4,4
1238931,178,5656,100604,1,4,4
1238976,911,5,578363,1,2,2
1238983,668,2756,471716,0,3,4
1239027,178,1841,1415931,1,4,4
1239065,89,2461,869572,1,4,4
1239090,332,4375,555465,1,2,2
1239097,922,4700,455329,1,4,4
1239110,836,2272,1038495,1,4,4
1239213,727,1041,713741,1,2,2
1239230,911,4226,412728,0,2,1
1239326,252,1535,438672,1,3,3
1239375,922,779,1274833,1,4,4
1239392,668,3130,1014623,1,3,3
1239404,764,2341,122363,1,4,4
1239494,547,3705,604900,0,4,2
1239556,252,5070,38155,1,3,3
1239558,178,5847,1486295,1,4,4
1239586,836,1871,1196169,0,4,1
1239602,462,646,715638,1,3,3
1239605,815,565,968471,0,1,4
1239614,83,1335,760078,1,2,2
1239650,405,1634,1402861,1,2,2
1239748,815,861,1340745,1,1,1
1239786,625,4511,1130029,0,1,2
1239806,727,727,1253656,1,2,2
1239830,89,2142,294073,1,4,4
1239835,547,1001,524489,1,4,4
1239884,89,3120,741771,0,4,3
1239907,178,65,1133779,0,4,3
1239949,178,4179,587148,0,4,1
1239978,727,968,1361934,1,2,2
1240132,836,5566,1197983,0,4,1
1240343,405,4323,157366,1,2,2
1240378,462,6075,13306,0,3,4
1240379,856,5635,1435979,1,3,3
1240380,764,65,1427180,0,4,1
1240410,178,2831,1305244,1,4,4
1240448,199,5494,807742,1,1,1
1240537,50,5231,1061617,0,2,4
1240538,856,4665,946995,1,3,3
1240546,856,179,1233746,0,3,2
1240558,764,5424,805217,1,4,4
1240588,911,1176,630770,1,2,2
1240608,89,1370,16629,1,4,4
1240622,462,5074,1157017,1,3,3
1240633,815,717,1009754,1,1,1
1240638,836,2715,537000,1,4,4
1240657,547,4520,1056203,0,4,2
1240668,199,5762,908281,1,1,1
1240674,625,599,163478,1,1,1
1240786,764,830,1204162,0,4,2
1240889,83,2186,1191902,1,2,2
1240906,855,4228,1127172,1,3,3
1240955,836,5598,998211,1,4,4
1240977,178,156,1046924,1,4,4
1241040,50,4126,204193,1,2,2
1241060,547,5775,330025,0,4,3
1241080,836,4611,151058,1,4,4
1241156,625,756,1104695,0,1,4
1241172,83,983,1199167,0,2,4
1241175,764,4107,1388125,1,4,4
1241248,199,1582,93507,1,1,1
1241293,836,3532,1243393,1,4,4
1241305,462,1351,848150,1,3,3
1241352,911,2396,695473,1,2,2
1241438,89,5443,1281552,0,4,3
1241456,856,1893,236804,1,3,3
1241475,815,796,555695,1,1,1
1241494,764,3005,970959,1,4,4
1241543,405,5714,425762,0,2,3
1241653,856,5132,938076,0,3,2
1241661,405,385,1237963,1,2,2
1241699,836,4404,1285160,0,4,1
1241702,547,572,261491,1,4,4
1241792,625,1476,1423728,1,1,1
1241804,178,1332,1407051,1,4,4
1241922,462,5261,117049,1,3,3
1241960,199,2261,1084127,0,1,3
1241963,625,3309,906849,1,1,1
1241974,547,5299,1002296,0,4,2
1242035,625,666,1146568,1,1,1
1242095,815,2306,425242,1,1,1
1242101,764,3843,77558,1,4,4
1242190,199,689,1087238,1,1,1
1242283,815,3337,944249,1,1,1
1242374,815,4649,630177,1,1,1
1242416,922,1405,15856,1,4,4
1242431,764,290,297573,1,4,4
1242480,547,5854,1002130,0,4,2
1242517,911,5447,43503,1,2,2
1242535,727,4588,1061859,1,2,2
1242539,405,4469,522423,1,2,2
1242627,178,1016,290260,1,4,4
1242655,855,2496,1425669,1,3,3
1242668,332,2486,1105422,1,2,2
1242686,625,42,1439250,0,1,2
1242706,252,3168,1038425,1,3,3
1242756,911,3087,397959,1,2,2
1242850,178,2526,414619,0,4,3
1242853,911,5662,107453,1,2,2
1242904,764,4361,1388640,1,4,4
1242938,50,3191,510292,1,2,2
1242965,668,3454,668365,0,3,2
1242971,199,5089,195763,1,1,1
1243002,199,408,774679,1,1,1
1243008,252,4323,714114,1,3,3
1243075,815,360,638677,1,1,1
1243140,178,2180,192939,1,4,4
1243177,547,968,902133,1,4,4
1243231,83,5113,1070656,1,2,2
1243345,855,2692,1108402,1,3,3
1243361,922,4928,599555,1,4,4
1243498,83,4458,143494,1,2,2
1243547,462,2328,1194974,0,3,1
1243585,625,213,731977,1,1,1
1243649,856,104,545039,1,3,3
1243715,89,290,857388,1,4,4
1243782,922,4356,6935,1,4,4
1243848,50,5042,1308065,0,2,3
1243879,547,626,738862,0,4,3
1243885,462,4798,1135821,1,3,3
1243892,83,3250,453324,0,2,4
1243927,856,1001,1487058,0,3,4
1243933,199,2981,864271,1,1,1
1243934,911,4868,44001,1,2,2
1243939,83,4043,752625,1,2,2
1243982,911,2220,1311592,1,2,2
1244009,727,3036,2109,1,2,2
1244043,668,5460,668701,0,3,4
1244055,625,3931,27203,0,1,4
1244082,815,4941,1011094,1,1,1
1244189,405,135,511389,1,2,2
1244283,332,1954,332732,1,2,2
1244340,83,4722,1264020,1,2,2
1244364,668,5579,656599,1,3,3
1244378,764,4921,598990,0,4,2
1244495,252,4355,561192,1,3,3
1244510,252,5384,844756,0,3,4
1244532,462,1930,807380,1,3,3
1244580,252,6095,266651,1,3,3
1244605,405,3019,1135186,1,2,2
1244705,922,1860,325718,0,4,3
1244715,625,1242,200761,1,1,1
1244804,764,5588,366298,0,4,2
1244810,815,2980,515570,1,1,1
1244819,625,287,595023,1,1,1
1244860,547,867,976250,1,4,4
1244861,199,2529,1112558,1,1,1
1244875,668,2021,209758,1,3,3
1244909,727,2131,875310,1,2,2
1244970,815,5136,1219583,1,1,1
1245038,668,2392,808092,1,3,3
1245057,911,5725,1020812,1,2,2
1245076,252,3036,1250410,0,3,2
1245084,89,2429,1294091,1,4,4
1245090,625,500,1391254,1,1,1
1245099,199,2461,276504,1,1,1
1245146,178,3693,269708,1,4,4
1245157,178,1975,17315,1,4,4
1245172,727,1394,50360,1,2,2
1245191,332,1292,496682,1,2,2
1245205,856,4016,459850,0,3,4
1245213,625,4322,998021,1,1,1
1245214,727,3346,460601,1,2,2
1245230,836,6014,1193381,0,4,3
1245246,405,3184,30247,0,2,3
1245252,199,674,1393135,1,1,1
1245270,89,236,155058,1,4,4
1245491,668,2274,222856,1,3,3
1245633,764,3984,1507771,1,4,4
1245692,332,1707,423772,0,2,1
1245705,252,6003,1103649,1,3,3
1245711,178,1774,1177927,0,4,1
1245759,547,5531,922264,0,4,3
1246001,547,2078,591451,0,4,2
1246010,922,3454,320048,1,4,4
1246055,668,5461,856734,1,3,3
1246056,50,4383,395861,1,2,2
1246069,199,3830,622781,0,1,3
1246172,332,4088,133205,0,2,1
1246213,764,4934,880163,0,4,2
1246319,89,3974,716170,0,4,1
1246346,836,4802,1267303,1,4,4
1246377,83,6134,473150,1,2,2
1246478,764,2207,777269,1,4,4
1246486,855,5909,766726,1,3,3
1246554,332,4261,348166,1,2,2
1246559,89,5731,362505,0,4,3
1246572,727,565,66360,0,2,1
1246632,856,2973,1185239,0,3,2
1246638,856,1748,1001825,0,3,2
1246639,547,1734,1323057,0,4,2
1246645,405,5385,813081,0,2,4
1246648,856,5501,1453262,0,3,2
1246707,89,439,848165,1,4,4
1246804,764,4142,885783,1,4,4
1246828,178,889,483587,1,4,4
1246833,727,3543,1224553,1,2,2
1246836,836,178,979436,0,4,3
1246844,856,3420,853542,0,3,2
1246941,462,6023,632165,1,3,3
1246951,911,5891,245875,1,2,2
1246991,625,5265,215449,1,1,1
1247005,922,4880,1147775,1,4,4
1247025,252,5253,69595,0,3,2
1247033,462,5501,619915,1,3,3
1247115,405,1405,1464499,0,2,4
1247128,727,3738,304493,1,2,2
1247150,922,4934,1281093,0,4,3
1247174,199,4720,643527,1,1,1
1247184,855,810,830339,0,3,4
1247207,836,656,69059,0,4,2
1247223,547,1777,1324104,1,4,4
1247239,332,6141,899831,1,2,2
1247290,856,2265,7670,0,3,2
1247327,405,5898,1194683,1,2,2
1247394,83,1151,1414064,1,2,2
1247418,252,2073,458149,0,3,1
1247423,178,959,562101,1,4,4
1247439,855,5889,1251826,1,3,3
1247453,625,1686,1202626,1,1,1
1247482,89,1897,578174,1,4,4
1247493,764,3756,703826,1,4,4
1247500,668,4793,152222,0,3,1
1247502,836,3201,13769,1,4,4
1247506,911,1224,253645,1,2,2
1247528,856,3555,122658,1,3,3
1247530,178,950,1160491,1,4,4
1247561,199,2341,822397,1,1,1
1247592,922,3555,773820,1,4,4
1247628,836,5061,659111,1,4,4
1247703,922,3138,517616,1,4,4
1247707,50,104,1091829,1,2,2
1247958,625,1976,1234756,0,1,2
1247976,836,2917,1085290,1,4,4
1247993,178,1873,15146,1,4,4
1248010,199,925,549777,1,1,1
1248011,199,3627,193267,0,1,3
1248021,727,5282,1092761,1,2,2
1248051,764,4326,1431818,0,4,2
1248154,727,314,1201062,1,2,2
1248166,405,852,924916,1,2,2
1248184,405,465,548534,0,2,4
1248224,922,4849,533358,1,4,4
1248234,668,5820,271650,1,3,3
1248331,178,5839,189693,1,4,4
1248335,178,5318,596159,1,4,4
1248679,668,4448,630664,1,3,3
1248703,856,1898,1016258,1,3,3
1248705,836,5764,1068578,1,4,4
1248813,727,5843,1133642,0,2,1
1248849,668,1457,581020,1,3,3
1248864,332,3931,330994,1,2,2
1249081,836,902,726581,1,4,4
1249097,625,5880,455647,1,1,1
1249102,911,4927,380829,1,2,2
1249113,911,1802,1296196,0,2,1
1249136,405,2725,716892,0,2,3
1249179,727,2270,492264,0,2,4
1249192,764,3876,1119808,1,4,4
1249249,668,3334,567718,0,3,2
1249299,764,2978,100617,0,4,1
1249300,836,892,1309987,1,4,4
1249301,625,2626,131285,1,1,1
1249367,332,1247,463322,1,2,2
1249455,83,5743,672477,0,2,3
1249462,815,3599,185571,1,1,1
1249497,332,3288,627242,0,2,1
1249506,668,4156,47889,1,3,3
1249522,856,5282,46337,0,3,1
1249524,405,932,650406,1,2,2
1249595,405,4874,1441358,0,2,3
1249599,462,1193,203810,1,3,3
1249652,668,1236,911610,0,3,4
1249674,405,3761,1149751,1,2,2
1249713,668,2902,94858,1,3,3
1249769,50,1823,1064796,1,2,2
1249777,911,565,829185,1,2,2
1249797,764,1921,742047,1,4,4
1249802,668,512,252023,1,3,3
1249806,855,607,1243885,1,3,3
1249823,836,5956,879075,1,4,4
1249840,911,2639,495811,0,2,1
1249848,199,194,62283,1,1,1
1249874,922,127,163616,1,4,4
1249905,856,2009,626910,0,3,2
1249974,836,1360,211462,0,4,1
1250021,50,1247,1021445,0,2,3
1250043,332,4142,991091,0,2,3
1250074,252,4186,176520,1,3,3
1250077,922,5774,357061,0,4,3
1250121,855,2575,727273,1,3,3
1250151,405,3014,392148,0,2,3
1250207,50,4142,1077386,1,2,2
1250265,922,5983,1433415,1,4,4
1250276,50,5361,439801,1,2,2
1250298,625,5447,891971,0,1,4
1250338,332,699,1431059,1,2,2
1250347,199,5384,597885,1,1,1
1250359,727,287,397194,1,2,2
1250548,462,2521,835089,1,3,3
1250590,727,5925,613098,1,2,2
1250624,405,3540,156025,1,2,2
1250634,727,4703,843365,1,2,2
1250666,625,3633,284034,0,1,2
1250720,764,397,1497489,0,4,2
1250724,547,5917,758191,1,4,4
1250736,50,3266,133309,0,2,3
1250746,922,4163,1196212,1,4,4
1250787,668,2247,1314211,1,3,3
1250863,50,990,1130908,1,2,2
1250890,922,4644,665182,0,4,3
1250917,462,6095,1102128,1,3,3
1250927,668,26,1355712,1,3,3
1250937,727,3384,469078,0,2,1
1250959,405,4294,425202,1,2,2
1250970,405,4581,91426,0,2,3
1251034,89,953,962164,1,4,4
1251065,911,5512,196112,0,2,1
1251090,405,2127,335719,0,2,4
1251130,911,2464,142086,1,2,2
1251141,50,2569,1504106,0,2,4
1251223,547,3166,1161264,0,4,2
1251239,462,4723,850088,0,3,2
1251261,922,206,1083938,1,4,4
1251279,252,5175,1161900,0,3,2
1251299,178,42,258596,0,4,3
1251357,911,5942,533198,0,2,3
1251370,462,2635,1049448,1,3,3
1251430,50,1802,290230,1,2,2
1251431,668,6146,474158,1,3,3
1251468,83,3364,406356,1,2,2
1251488,178,519,612732,1,4,4
1251527,855,1692,1501705,1,3,3
1251594,252,3256,905344,1,3,3
1251702,83,4720,64448,1,2,2
1251736,405,1162,439811,1,2,2
1251759,89,1421,475056,1,4,4
1251806,727,3326,467875,0,2,3
1251838,668,2090,42795,1,3,3
1251914,252,5463,1414590,1,3,3
1251979,332,4291,671448,0,2,4
1252026,727,3005,414155,1,2,2
1252118,332,3400,1497181,1,2,2
1252135,815,4817,378792,0,1,4
1252186,252,4352,841140,0,3,2
1252189,332,4891,171961,1,2,2
1252236,625,5,1354557,0,1,4
1252252,332,3966,354623,0,2,1
1252375,668,882,699190,0,3,4
1252409,332,1754,996448,1,2,2
1252436,911,1514,459174,1,2,2
1252437,547,5007,594905,1,4,4
1252463,727,5041,1057478,0,2,3
1252477,547,2907,578118,1,4,4
1252529,252,1692,512612,0,3,2
1252594,547,445,49156,0,4,1
1252606,462,3097,25899,0,3,2
1252656,405,987,141377,0,2,4
1252812,83,5175,1060565,0,2,1
1252876,922,5880,574284,1,4,4
1252925,764,3159,974585,0,4,2
1253032,405,5723,1464904,1,2,2
1253048,855,4509,1239437,1,3,3
1253116,332,2167,893208,1,2,2
1253170,199,1975,274248,1,1,1
1253208,252,3422,1249542,1,3,3
1253308,462,4580,487233,0,3,1
1253365,83,3387,1449303,0,2,4
1253393,462,2000,168763,1,3,3
1253400,178,2213,875374,1,4,4
1253445,668,5679,865565,1,3,3
1253505,856,5503,62128,1,3,3
1253522,252,4188,567149,1,3,3
1253539,856,4754,99017,0,3,4
1253577,727,4890,1256771,0,2,3
1253602,911,3018,320729,1,2,2
1253641,815,4014,509906,0,1,2
1253785,668,2583,17599,0,3,4
1253807,668,3400,1297087,1,3,3
1253820,199,3513,1173028,1,1,1
1253834,856,3830,107695,0,3,2
1253838,547,2737,26837,1,4,4
1253896,547,4127,1107311,1,4,4
1254009,199,3347,154432,1,1,1
1254074,332,5355,282400,1,2,2
1254107,252,3944,627943,1,3,3
1254178,462,5030,1441156,1,3,3
1254194,547,4616,1083918,1,4,4
1254214,89,2272,560613,0,4,1
1254310,815,135,936763,1,1,1
1254311,462,5265,970979,1,3,3
1254415,199,3746,38677,1,1,1
1254418,836,357,1476383,1,4,4
1254484,332,1698,1368658,1,2,2
1254531,252,4956,321901,1,3,3
1254537,547,3781,1019930,1,4,4
1254579,836,2197,1262496,1,4,4
1254597,178,2654,1469614,0,4,1
1254654,547,2142,147314,1,4,4
1254687,855,6054,1418987,1,3,3
1254693,911,2096,281818,1,2,2
1254720,252,1686,55217,1,3,3
1254748,178,5897,217954,1,4,4
1254773,836,2378,185847,0,4,2
1254775,922,2680,854908,1,4,4
1254795,89,182,778740,0,4,2
1254894,50,2965,1367116,0,2,4
1254929,855,1754,1452455,1,3,3
1254933,83,5804,344496,1,2,2
1254946,922,1235,1495237,0,4,2
1255027,922,305,1338185,1,4,4
1255116,462,4459,255636,1,3,3
1255144,911,2554,1201854,1,2,2
1255146,547,2876,1496133,0,4,3
1255338,855,2328,1211483,1,3,3
1255510,462,3882,1199778,1,3,3
1255542,547,3614,721381,1,4,4
1255634,332,5229,850980,1,2,2
1255649,836,5588,61110,1,4,4
1255683,668,5501,456332,0,3,4
1255731,252,786,942212,1,3,3
1255774,50,1686,640267,1,2,2
1255841,911,2445,1473151,1,2,2
1255844,855,5424,630162,1,3,3
1256048,252,607,324293,0,3,2
1256176,252,2568,1394097,0,3,4
1256226,855,2259,787779,1,3,3
1256248,836,2529,179487,0,4,2
1256255,462,5590,1016464,1,3,3
1256324,764,101,677209,1,4,4
1256376,462,3093,1132560,1,3,3
1256498,462,4853,2766,0,3,4
1256500,911,5870,1252442,0,2,1
1256548,547,5131,576719,0,4,2
1256550,764,1778,823810,1,4,4
1256585,855,3604,862536,0,3,4
1256624,50,381,299624,0,2,3
1256667,727,789,463352,1,2,2
1256751,83,1599,269742,1,2,2
1256764,89,3087,396955,0,4,3
1256787,405,2487,767225,1,2,2
1256794,547,2127,996372,0,4,2
1256803,625,373,372185,1,1,1
1256903,50,2277,1222787,0,2,3
1256924,625,1197,851950,1,1,1
1256951,836,1468,630407,0,4,3
1256954,922,4033,1066787,1,4,4
1256983,547,4109,1322389,1,4,4
1257038,332,3856,807945,1,2,2
1257045,50,5031,208706,0,2,3
1257135,89,767,1390617,1,4,4
1257266,856,3470,603619,0,3,1
1257289,178,3569,57027,1,4,4
1257315,50,5886,377814,0,2,4
1257354,89,3211,291888,1,4,4
1257371,252,5758,2018,0,3,2
1257381,462,3198,959951,1,3,3
1257429,764,4582,584426,0,4,2
1257454,547,3912,1457511,1,4,4
1257582,668,980,1110841,1,3,3
1257637,855,5292,1198068,1,3,3
1257639,50,3584,660337,1,2,2
1257693,252,2295,1041649,1,3,3
1257718,911,4705,889967,1,2,2
1257732,668,564,1077875,1,3,3
1257770,50,3807,170914,0,2,4
1257838,83,4009,1180038,1,2,2
1257841,83,145,206089,1,2,2
1257850,856,1850,253207,1,3,3
1257927,252,2844,1179693,1,3,3
1258102,625,26,628861,1,1,1
1258103,89,3020,1314322,0,4,2
1258130,83,6020,1438656,0,2,1
1258291,922,309,1039601,0,4,3
1258316,462,185,657490,0,3,2
1258443,727,4438,325406,1,2,2
1258506,50,2131,900809,1,2,2
1258523,252,5014,1235900,1,3,3
1258555,199,2996,670780,1,1,1
1258608,855,968,596035,1,3,3
1258637,625,5655,936210,1,1,1
1258883,50,214,1426816,0,2,4
1258962,89,3337,894419,1,4,4
1259007,547,5897,909167,1,4,4
1259026,911,577,582639,0,2,3
1259087,50,2781,976666,1,2,2
1259151,547,5889,751400,1,4,4
1259154,727,349,1448362,1,2,2
1259176,856,2799,65553,0,3,4
1259191,405,5560,1317269,0,2,4
1259199,83,4197,379989,0,2,4
1259277,547,2445,188115,1,4,4
1259309,252,2003,266102,0,3,2
1259314,836,2030,77335,0,4,3
1259396,89,2094,1257785,1,4,4
1259419,332,1959,584903,1,2,2
1259426,547,3519,903562,0,4,2
1259447,547,2780,167956,1,4,4
1259467,668,3513,1089258,1,3,3
1259500,625,206,179611,1,1,1
1259550,625,4404,437191,1,1,1
1259577,178,4867,917065,1,4,4
1259596,856,980,986213,1,3,3
1259597,83,3830,339057,0,2,4
1259652,252,841,185494,1,3,3
1259671,922,2268,414896,1,4,4
1259715,727,2592,843306,1,2,2
1259721,89,3248,401816,1,4,4
1259766,547,4043,82292,0,4,3
1259792,50,5694,179019,0,2,4
1259802,668,2639,53456,1,3,3
1259844,83,2540,1142387,0,2,3
1259874,50,1236,123907,1,2,2
1259908,815,559,21118,1,1,1
1259914,815,5030,4313,1,1,1
1259954,911,185,940373,0,2,3
1259972,911,4679,607183,1,2,2
1259973,252,1261,446407,0,3,2
1259974,89,5700,1340275,1,4,4
1260059,668,5158,430948,1,3,3
1260061,625,4766,1049484,1,1,1
1260139,83,4710,1413295,0,2,3
1260140,625,3898,442595,1,1,1
1260144,252,236,4862,1,3,3
1260256,83,1584,1213666,0,2,4
1260271,405,203,1388038,1,2,2
1260281,911,4973,1139544,1,2,2
1260348,727,3618,433557,0,2,1
1260532,911,4867,414576,1,2,2
1260543,764,4188,184015,1,4,4
1260607,332,1457,61488,1,2,2
1260625,911,2402,1077539,0,2,1
1260635,83,5315,937303,1,2,2
1260649,911,3483,805446,1,2,2
1260700,547,4453,470896,0,4,1
1260708,625,5848,552984,1,1,1
1260727,668,4573,1042749,0,3,1
1260743,764,20,1151204,0,4,2
1260751,855,5932,54726,1,3,3
1260764,252,4184,1448410,1,3,3
1260821,855,6095,634566,1,3,3
1260854,405,1437,1361099,1,2,2
1260876,462,4058,882486,1,3,3
1260880,50,2405,72673,1,2,2
1260929,199,523,1491918,0,1,2
1260931,855,1218,1353164,0,3,4
1260933,727,1018,1320920,1,2,2
1261116,922,1148,1310786,1,4,4
1261252,199,4854,694396,1,1,1
1261284,625,1208,495544,1,1,1
1261370,405,756,1486452,1,2,2
1261372,405,293,895346,1,2,2
1261459,462,2693,35770,1,3,3
1261564,50,5041,1008609,1,2,2
1261569,462,564,852143,1,3,3
1261574,83,538,66976,1,2,2
1261582,836,2429,724673,1,4,4
1261605,252,5330,1088930,1,3,3
1261606,911,5202,1071642,1,2,2
1261660,178,5783,1015099,1,4,4
1261702,332,1372,1013129,0,2,1
1261764,764,624,35252,0,4,3
1261767,252,1599,114500,1,3,3
1261801,856,4373,879038,0,3,4
1261835,922,2659,663322,0,4,3
1261889,199,206,962286,1,1,1
1261914,922,3097,399285,0,4,3
1261920,332,3473,815686,1,2,2
1261934,668,1724,585617,1,3,3
1261981,815,6137,179909,1,1,1
1261998,764,2201,270203,1,4,4
1262031,178,5385,1017297,1,4,4
1262049,668,3664,650335,1,3,3
1262079,178,5139,1183164,1,4,4
1262188,89,1720,829056,1,4,4
1262194,856,118,142268,1,3,3
1262284,625,87,1488820,1,1,1
1262307,252,4421,395550,1,3,3
1262333,836,5731,1021103,1,4,4
1262335,252,3017,144115,1,3,3
1262344,332,3315,972332,1,2,2
1262411,547,2055,963599,0,4,2
1262412,547,2984,1024500,1,4,4
1262476,922,5124,679586,1,4,4
1262506,856,3286,328837,0,3,2
1262530,855,1394,243972,1,3,3
1262586,462,2464,769904,1,3,3
1262597,764,5096,1236246,0,4,2
1262609,668,3655,557636,1,3,3
1262640,178,2206,503767,1,4,4
1262739,625,4515,838766,1,1,1
1262754,856,2061,1267742,0,3,2
1262755,836,1232,1089062,1,4,4
1262770,855,3112,1507752,0,3,1
1262788,922,5784,639303,0,4,3
1262851,199,565,796497,1,1,1
1262856,922,2818,343036,1,4,4
1262878,727,2305,374833,1,2,2
1262970,922,5670,1427903,0,4,3
1262987,764,4211,1468037,1,4,4
1263070,727,1370,796073,1,2,2
1263147,547,5030,364704,1,4,4
1263166,922,946,71988,1,4,4
1263240,836,4115,479256,0,4,2
